,Unnamed: 0.1,Unnamed: 0,age,gender,race,prediction
166,166,346,3,0,4,1
167,167,347,1,0,5,1
168,168,350,1,0,3,1
169,169,351,1,0,1,1
170,170,357,3,0,6,1
171,171,358,4,0,6,1
172,172,359,1,0,0,1
173,173,362,0,0,6,1
174,174,363,6,0,2,0
175,175,364,3,0,0,1
176,176,366,2,0,0,1
177,177,367,2,0,6,1
178,178,368,1,0,6,1
179,179,371,7,0,4,1
180,180,373,2,0,4,1
181,181,374,1,0,1,1
182,182,375,3,0,5,1
183,183,376,4,0,0,1
184,184,378,3,0,0,1
185,185,382,4,0,3,1
186,186,383,3,0,2,1
187,187,384,2,0,6,1
188,188,385,3,0,6,1
189,189,391,4,0,3,1
190,190,393,5,0,5,1
191,191,394,6,0,6,1
192,192,395,1,0,1,1
193,193,396,1,0,3,1
194,194,401,1,0,3,1
195,195,404,3,0,4,1
196,196,410,4,0,1,1
197,197,412,2,0,1,1
198,198,413,8,0,3,1
199,199,416,2,0,0,1
200,200,417,2,0,3,1
201,201,418,5,0,5,1
202,202,420,1,0,5,1
203,203,422,6,0,5,1
204,204,423,1,0,1,1
205,205,424,1,0,5,1
206,206,426,4,0,5,1
207,207,428,3,0,4,0
208,208,429,4,0,6,1
209,209,430,3,0,2,1
210,210,434,5,0,1,1
211,211,435,2,0,3,1
212,212,436,3,0,1,1
213,213,437,4,0,4,1
214,214,438,3,0,3,1
215,215,439,4,0,0,1
216,216,442,4,0,6,1
217,217,443,3,0,1,1
218,218,444,3,0,0,1
219,219,446,3,0,4,0
220,220,447,2,0,3,1
221,221,448,6,0,5,1
222,222,450,5,0,1,1
223,223,451,2,0,5,1
224,224,452,2,0,1,1
225,225,454,6,0,2,1
226,226,455,0,0,2,1
227,227,458,3,0,0,1
228,228,461,1,0,5,1
229,229,464,3,0,6,1
230,230,466,6,0,4,1
231,231,469,6,0,3,1
232,232,470,2,0,5,1
233,233,471,2,0,2,1
234,234,475,1,0,2,1
235,235,478,1,0,6,1
236,236,479,3,0,4,1
237,237,481,4,0,3,1
238,238,482,8,0,2,1
239,239,483,3,0,0,1
240,240,490,2,0,2,1
241,241,491,3,0,5,1
242,242,492,3,0,6,1
243,243,493,6,0,6,1
244,244,495,3,0,2,1
245,245,496,2,0,4,1
246,246,497,3,0,2,1
247,247,506,1,0,5,1
248,248,509,7,0,2,1
249,249,515,3,0,3,1
250,250,516,5,0,2,1
251,251,518,3,0,5,1
252,252,519,3,0,6,1
253,253,525,3,0,6,1
254,254,528,3,0,0,1
255,255,531,4,0,2,1
256,256,534,3,0,6,1
257,257,536,5,0,3,1
258,258,537,4,0,2,1
259,259,540,6,0,5,1
260,260,544,3,0,5,1
261,261,548,1,0,1,1
262,262,549,6,0,5,1
263,263,550,5,0,2,1
264,264,557,3,0,5,1
265,265,558,4,0,4,1
266,266,559,3,0,2,1
267,267,563,2,0,2,1
268,268,564,4,0,1,1
269,269,570,3,0,5,1
270,270,571,1,0,0,1
271,271,573,3,0,3,1
272,272,577,4,0,2,1
273,273,583,6,0,4,1
274,274,584,6,0,6,1
275,275,585,5,0,5,1
276,276,588,3,0,6,1
277,277,591,6,0,3,1
278,278,592,5,0,5,1
279,279,593,4,0,3,1
280,280,595,3,0,0,1
281,281,596,0,0,0,0
282,282,600,7,0,1,1
283,283,607,5,0,6,1
284,284,608,5,0,1,1
285,285,609,1,0,6,1
286,286,613,1,0,2,1
287,287,614,3,0,3,1
288,288,616,7,0,2,1
289,289,622,4,0,3,1
290,290,624,3,0,2,1
291,291,625,3,0,0,1
292,292,626,4,0,3,1
293,293,627,3,0,2,1
294,294,630,3,0,0,0
295,295,631,4,0,5,1
296,296,633,0,0,3,1
297,297,637,3,0,5,1
298,298,638,2,0,4,1
299,299,640,3,0,5,1
300,300,642,1,0,2,1
301,301,644,3,0,4,1
302,302,645,3,0,4,1
303,303,648,3,0,1,1
304,304,649,3,0,3,1
305,305,650,5,0,5,1
306,306,654,6,0,3,1
307,307,657,3,0,5,1
308,308,659,2,0,3,1
309,309,661,1,0,3,1
310,310,662,4,0,3,1
311,311,663,2,0,2,1
312,312,664,4,0,1,0
313,313,667,3,0,5,1
314,314,670,1,0,6,1
315,315,672,4,0,3,1
316,316,673,3,0,0,1
317,317,676,2,0,0,1
318,318,677,2,0,2,1
319,319,679,6,0,2,1
320,320,682,3,0,6,1
321,321,683,5,0,1,1
322,322,685,3,0,3,1
323,323,686,3,0,3,1
324,324,687,3,0,6,1
325,325,690,3,0,0,1
326,326,692,4,0,3,1
327,327,693,4,0,5,1
328,328,694,6,0,1,1
329,329,696,3,0,3,1
330,330,697,1,0,2,1
331,331,699,4,0,2,1
332,332,701,3,0,0,1
333,333,703,6,0,1,1
334,334,704,1,0,4,1
335,335,705,6,0,2,1
336,336,706,3,0,2,1
337,337,708,4,0,3,1
338,338,714,4,0,1,1
339,339,715,4,0,5,1
340,340,718,5,0,4,1
341,341,722,5,0,2,1
342,342,723,3,0,3,1
343,343,725,2,0,0,1
344,344,726,4,0,6,1
345,345,728,5,0,4,0
346,346,730,3,0,1,1
347,347,733,3,0,6,1
348,348,734,5,0,4,1
349,349,738,2,0,3,1
350,350,745,4,0,6,1
351,351,749,2,0,3,1
352,352,750,3,0,5,1
353,353,751,3,0,4,0
354,354,752,4,0,2,1
355,355,753,3,0,5,1
356,356,754,4,0,5,1
357,357,758,3,0,5,0
358,358,760,6,0,2,1
359,359,761,5,0,4,1
360,360,762,3,0,2,1
361,361,763,4,0,0,1
362,362,766,5,0,3,1
363,363,767,3,0,3,1
364,364,768,1,0,1,0
365,365,769,4,0,1,1
366,366,774,4,0,3,1
367,367,777,2,0,2,1
368,368,779,4,0,3,1
369,369,782,1,0,0,1
370,370,784,2,0,0,1
371,371,785,3,0,6,1
372,372,786,3,0,3,1
373,373,788,3,0,3,1
374,374,789,5,0,3,1
375,375,790,5,0,4,1
376,376,792,4,0,2,1
377,377,793,4,0,4,1
378,378,796,3,0,0,1
379,379,797,1,0,4,1
380,380,799,1,0,3,1
381,381,800,2,0,5,1
382,382,801,5,0,3,1
383,383,802,2,0,6,1
384,384,807,3,0,3,1
385,385,808,1,0,0,1
386,386,809,4,0,6,1
387,387,810,3,0,3,1
388,388,811,6,0,5,1
389,389,812,3,0,6,1
390,390,817,3,0,0,1
391,391,820,3,0,3,1
392,392,824,2,0,1,0
393,393,825,1,0,2,1
394,394,826,1,0,1,1
395,395,831,5,0,2,1
396,396,838,6,0,1,1
397,397,841,3,0,0,1
398,398,843,3,0,5,1
399,399,844,3,0,6,1
400,400,846,4,0,3,1
401,401,847,3,0,4,1
402,402,850,1,0,0,1
403,403,855,1,0,3,1
404,404,858,7,0,1,1
405,405,860,5,0,5,1
406,406,866,3,0,3,1
407,407,869,2,0,2,1
408,408,871,4,0,1,1
409,409,875,3,0,5,1
410,410,878,3,0,5,1
411,411,881,1,0,3,1
412,412,883,6,0,4,1
413,413,884,6,0,2,1
414,414,885,1,0,5,1
415,415,886,4,0,3,1
416,416,887,3,0,5,1
417,417,890,4,0,5,1
418,418,894,4,0,3,1
419,419,896,0,0,0,1
420,420,897,5,0,1,1
421,421,899,3,0,1,1
422,422,900,4,0,4,1
423,423,903,6,0,1,0
424,424,906,3,0,3,1
425,425,907,2,0,1,1
426,426,908,3,0,1,1
427,427,909,6,0,5,1
428,428,912,4,0,4,1
429,429,913,3,0,2,1
430,430,916,4,0,5,1
431,431,917,5,0,1,1
432,432,918,3,0,2,1
433,433,919,4,0,3,1
434,434,923,5,0,6,1
435,435,925,4,0,5,1
436,436,927,5,0,3,1
437,437,928,2,0,2,1
438,438,929,1,0,2,1
439,439,931,3,0,3,1
440,440,932,3,0,5,1
441,441,933,3,0,5,1
442,442,935,1,0,6,1
443,443,936,3,0,5,1
444,444,937,5,0,5,1
445,445,939,2,0,1,1
446,446,941,4,0,6,1
447,447,943,3,0,0,1
448,448,945,3,0,5,1
449,449,947,3,0,4,1
450,450,948,3,0,3,1
451,451,949,2,0,4,1
452,452,951,2,0,3,1
453,453,952,4,0,3,0
454,454,953,6,0,3,1
455,455,958,5,0,0,1
456,456,959,2,0,0,1
457,457,961,6,0,5,1
458,458,964,5,0,2,1
459,459,966,6,0,2,1
460,460,967,3,0,3,1
461,461,970,3,0,5,1
462,462,973,3,0,6,1
463,463,974,4,0,3,1
464,464,975,3,0,3,1
465,465,977,3,0,1,1
466,466,980,3,0,5,1
467,467,985,3,0,5,1
468,468,986,6,0,3,1
469,469,989,2,0,4,1
470,470,991,1,0,6,1
471,471,992,3,0,5,1
472,472,995,4,0,3,1
473,473,996,2,0,1,1
474,474,997,3,0,6,1
475,475,1001,3,0,5,1
476,476,1002,3,0,1,1
477,477,1005,1,0,2,1
478,478,1009,4,0,6,1
479,479,1012,3,0,4,1
480,480,1013,1,0,0,1
481,481,1018,2,0,2,1
482,482,1019,3,0,2,1
483,483,1020,5,0,5,1
484,484,1025,2,0,5,1
485,485,1026,3,0,1,1
486,486,1028,3,0,3,1
487,487,1029,4,0,3,1
488,488,1032,3,0,1,1
489,489,1037,5,0,3,1
490,490,1038,3,0,2,1
491,491,1040,2,0,4,1
492,492,1042,4,0,4,1
493,493,1044,1,0,6,1
494,494,1045,2,0,2,1
495,495,1047,3,0,1,1
496,496,1049,5,0,3,1
497,497,1050,5,0,6,1
498,498,1054,3,0,6,1
499,499,1055,1,0,3,1
500,500,1056,5,0,0,1
501,501,1057,4,0,0,1
502,502,1058,3,0,4,1
503,503,1060,4,0,3,1
504,504,1061,2,0,5,1
505,505,1062,4,0,3,1
506,506,1063,6,0,5,1
507,507,1064,4,0,5,1
508,508,1067,3,0,0,1
509,509,1071,3,0,3,1
510,510,1075,3,0,3,0
511,511,1076,3,0,1,1
512,512,1077,1,0,4,1
513,513,1082,3,0,0,1
514,514,1083,1,0,3,1
515,515,1084,4,0,3,1
516,516,1087,6,0,5,1
517,517,1091,3,0,1,1
518,518,1094,2,0,1,1
519,519,1096,4,0,4,1
520,520,1097,4,0,5,1
521,521,1100,3,0,1,1
522,522,1101,4,0,5,1
523,523,1102,6,0,6,1
524,524,1103,4,0,3,1
525,525,1104,3,0,4,1
526,526,1105,3,0,3,1
527,527,1107,1,0,6,1
528,528,1108,4,0,1,1
529,529,1111,3,0,3,1
530,530,1113,1,0,3,1
531,531,1116,3,0,0,1
532,532,1117,4,0,6,1
533,533,1118,4,0,3,1
534,534,1122,3,0,2,1
535,535,1123,4,0,1,1
536,536,1124,2,0,2,0
537,537,1126,4,0,3,1
538,538,1127,4,0,0,1
539,539,1131,0,0,6,1
540,540,1132,5,0,1,1
541,541,1139,4,0,0,0
542,542,1140,5,0,4,1
543,543,1141,4,0,3,1
544,544,1142,6,0,2,1
545,545,1144,3,0,5,1
546,546,1145,4,0,1,1
547,547,1146,8,0,0,1
548,548,1152,1,0,3,1
549,549,1153,3,0,3,1
550,550,1154,3,0,0,1
551,551,1155,3,0,3,1
552,552,1166,2,0,3,1
553,553,1167,3,0,5,1
554,554,1170,2,0,3,1
555,555,1172,1,0,3,1
556,556,1174,7,0,6,1
557,557,1175,7,0,1,1
558,558,1177,3,0,5,1
559,559,1178,2,0,2,1
560,560,1183,4,0,1,1
561,561,1186,6,0,1,1
562,562,1189,2,0,2,0
563,563,1190,2,0,0,1
564,564,1202,3,0,3,1
565,565,1203,5,0,0,1
566,566,1204,3,0,3,1
567,567,1206,3,0,5,1
568,568,1210,4,0,5,1
569,569,1211,7,0,6,1
570,570,1213,3,0,6,1
571,571,1214,3,0,0,0
572,572,1223,3,0,0,1
573,573,1225,4,0,2,1
574,574,1231,1,0,6,1
575,575,1232,3,0,4,1
576,576,1235,5,0,3,1
577,577,1237,3,0,3,1
578,578,1239,3,0,1,1
579,579,1240,1,0,2,1
580,580,1241,3,0,6,1
581,581,1247,2,0,3,1
582,582,1248,3,0,4,1
583,583,1249,4,0,6,1
584,584,1252,6,0,3,1
585,585,1253,5,0,5,1
586,586,1255,3,0,4,1
587,587,1256,3,0,6,1
588,588,1258,3,0,3,1
589,589,1259,6,0,3,1
590,590,1261,1,0,6,1
591,591,1264,0,0,0,1
592,592,1265,4,0,3,1
593,593,1267,2,0,2,1
594,594,1268,3,0,0,1
595,595,1269,3,0,1,0
596,596,1271,4,0,5,1
597,597,1274,1,0,3,1
598,598,1275,2,0,0,1
599,599,1277,3,0,5,1
600,600,1279,3,0,3,1
601,601,1284,3,0,0,1
602,602,1285,3,0,3,1
603,603,1286,3,0,6,1
604,604,1287,5,0,4,1
605,605,1288,1,0,3,1
606,606,1289,3,0,0,1
607,607,1294,4,0,0,1
608,608,1297,4,0,2,1
609,609,1301,3,0,2,1
610,610,1302,2,0,4,1
611,611,1303,2,0,0,1
612,612,1305,4,0,2,1
613,613,1308,3,0,3,1
614,614,1311,3,0,3,1
615,615,1318,2,0,0,1
616,616,1319,3,0,5,0
617,617,1320,3,0,2,1
618,618,1323,1,0,2,1
619,619,1326,3,0,3,1
620,620,1328,3,0,3,1
621,621,1329,5,0,5,1
622,622,1331,4,0,2,1
623,623,1332,4,0,2,0
624,624,1333,5,0,3,1
625,625,1334,3,0,5,1
626,626,1338,4,0,5,1
627,627,1339,1,0,1,1
628,628,1343,6,0,3,1
629,629,1346,3,0,2,1
630,630,1352,1,0,4,1
631,631,1353,5,0,3,1
632,632,1354,1,0,3,1
633,633,1359,3,0,1,1
634,634,1364,3,0,0,1
635,635,1369,6,0,2,1
636,636,1370,4,0,1,1
637,637,1371,4,0,5,1
638,638,1373,1,0,4,1
639,639,1374,4,0,6,1
640,640,1376,3,0,3,1
641,641,1377,3,0,6,1
642,642,1378,3,0,1,1
643,643,1387,1,0,5,1
644,644,1390,1,0,5,0
645,645,1395,2,0,1,1
646,646,1396,3,0,6,1
647,647,1397,1,0,5,1
648,648,1398,3,0,3,1
649,649,1400,1,0,2,1
650,650,1402,4,0,6,1
651,651,1404,4,0,1,1
652,652,1406,3,0,3,1
653,653,1407,1,0,1,1
654,654,1410,5,0,0,1
655,655,1414,1,0,0,1
656,656,1416,2,0,5,1
657,657,1417,3,0,1,1
658,658,1418,4,0,1,1
659,659,1422,2,0,2,1
660,660,1423,3,0,0,1
661,661,1424,6,0,4,1
662,662,1425,3,0,0,1
663,663,1426,3,0,3,1
664,664,1427,3,0,6,1
665,665,1428,4,0,1,1
666,666,1430,3,0,3,1
667,667,1432,2,0,2,1
668,668,1440,1,0,0,1
669,669,1441,3,0,1,1
670,670,1444,3,0,0,1
671,671,1446,3,0,6,1
672,672,1447,4,0,2,1
673,673,1454,2,0,2,1
674,674,1455,2,0,5,1
675,675,1457,4,0,5,1
676,676,1458,4,0,1,1
677,677,1460,3,0,4,1
678,678,1465,8,0,2,1
679,679,1466,4,0,3,1
680,680,1469,4,0,5,1
681,681,1470,3,0,0,1
682,682,1473,3,0,0,1
683,683,1475,4,0,5,1
684,684,1477,4,0,2,1
685,685,1479,3,0,0,1
686,686,1483,3,0,2,1
687,687,1485,3,0,3,1
688,688,1486,3,0,3,1
689,689,1488,4,0,6,1
690,690,1490,1,0,3,1
691,691,1491,5,0,0,1
692,692,1492,4,0,4,1
693,693,1493,4,0,6,1
694,694,1498,4,0,6,1
695,695,1499,6,0,1,1
696,696,1500,6,0,0,1
697,697,1501,4,0,6,1
698,698,1502,5,0,4,1
699,699,1503,2,0,5,1
700,700,1505,3,0,3,1
701,701,1506,3,0,3,1
702,702,1509,5,0,6,1
703,703,1514,3,0,2,1
704,704,1515,6,0,2,1
705,705,1517,2,0,2,1
706,706,1521,4,0,2,1
707,707,1522,3,0,6,1
708,708,1525,2,0,2,1
709,709,1528,5,0,1,1
710,710,1530,3,0,0,1
711,711,1534,5,0,3,1
712,712,1535,3,0,5,1
713,713,1536,1,0,6,1
714,714,1537,3,0,3,1
715,715,1542,3,0,2,1
716,716,1545,3,0,0,0
717,717,1546,4,0,3,1
718,718,1551,3,0,6,0
719,719,1553,3,0,3,1
720,720,1554,1,0,1,1
721,721,1556,3,0,1,1
722,722,1557,2,0,5,1
723,723,1559,4,0,3,1
724,724,1560,7,0,5,0
725,725,1564,1,0,6,1
726,726,1565,7,0,5,1
727,727,1567,2,0,2,1
728,728,1570,4,0,1,1
729,729,1572,3,0,5,1
730,730,1573,2,0,3,0
731,731,1576,3,0,5,1
732,732,1580,4,0,0,1
733,733,1583,3,0,0,1
734,734,1584,3,0,5,1
735,735,1589,2,0,4,1
736,736,1590,8,0,1,1
737,737,1591,3,0,0,1
738,738,1593,3,0,1,0
739,739,1595,4,0,6,1
740,740,1597,3,0,0,1
741,741,1598,2,0,5,1
742,742,1599,3,0,0,1
743,743,1603,3,0,2,1
744,744,1604,3,0,5,1
745,745,1608,4,0,1,1
746,746,1609,1,0,2,1
747,747,1610,3,0,0,1
748,748,1611,7,0,1,1
749,749,1613,3,0,0,1
750,750,1618,4,0,3,1
751,751,1619,5,0,5,0
752,752,1622,2,0,1,1
753,753,1627,5,0,2,1
754,754,1630,3,0,1,1
755,755,1632,4,0,1,1
756,756,1634,3,0,1,1
757,757,1639,5,0,5,0
758,758,1642,3,0,0,1
759,759,1643,2,0,0,1
760,760,1645,3,0,6,1
761,761,1649,1,0,0,1
762,762,1650,2,0,2,1
763,763,1653,3,0,0,1
764,764,1655,3,0,0,1
765,765,1656,3,0,3,1
766,766,1657,6,0,6,1
767,767,1662,3,0,5,1
768,768,1664,3,0,5,1
769,769,1665,5,0,0,1
770,770,1666,4,0,3,1
771,771,1671,4,0,1,1
772,772,1674,4,0,2,1
773,773,1676,3,0,5,1
774,774,1679,2,0,3,1
775,775,1680,3,0,3,1
776,776,1681,3,0,5,1
777,777,1682,4,0,5,1
778,778,1689,2,0,5,1
779,779,1690,6,0,4,1
780,780,1697,3,0,0,1
781,781,1698,5,0,5,1
782,782,1699,4,0,0,1
783,783,1702,2,0,6,1
784,784,1703,1,0,0,1
785,785,1705,1,0,3,1
786,786,1706,3,0,4,1
787,787,1707,1,0,2,1
788,788,1709,3,0,3,1
789,789,1710,3,0,2,1
790,790,1711,3,0,1,1
791,791,1712,4,0,1,1
792,792,1713,3,0,0,1
793,793,1715,2,0,5,1
794,794,1716,3,0,0,1
795,795,1717,3,0,0,1
796,796,1718,3,0,3,1
797,797,1719,1,0,6,1
798,798,1720,3,0,2,1
799,799,1722,4,0,0,1
800,800,1723,5,0,5,1
801,801,1724,4,0,2,1
802,802,1725,2,0,3,1
803,803,1726,3,0,2,0
804,804,1728,2,0,5,1
805,805,1729,6,0,2,1
806,806,1732,1,0,0,1
807,807,1733,4,0,6,1
808,808,1734,3,0,1,1
809,809,1735,2,0,5,1
810,810,1737,3,0,2,0
811,811,1739,3,0,0,1
812,812,1741,5,0,3,1
813,813,1744,3,0,2,1
814,814,1748,5,0,4,0
815,815,1755,3,0,0,1
816,816,1756,5,0,1,1
817,817,1757,4,0,3,1
818,818,1760,1,0,3,1
819,819,1762,7,0,2,1
820,820,1763,3,0,3,1
821,821,1764,4,0,2,1
822,822,1770,4,0,0,1
823,823,1772,1,0,2,1
824,824,1773,1,0,0,1
825,825,1777,4,0,2,1
826,826,1778,5,0,5,1
827,827,1779,3,0,0,1
828,828,1780,3,0,6,1
829,829,1782,4,0,1,1
830,830,1784,5,0,2,1
831,831,1787,4,0,0,1
832,832,1788,6,0,2,1
833,833,1792,2,0,5,1
834,834,1793,1,0,1,1
835,835,1796,2,0,6,1
836,836,1803,3,0,1,1
837,837,1804,3,0,5,0
838,838,1805,2,0,6,1
839,839,1807,5,0,5,1
840,840,1809,3,0,5,1
841,841,1811,3,0,0,1
842,842,1812,3,0,2,1
843,843,1814,3,0,2,1
844,844,1816,5,0,5,1
845,845,1818,2,0,2,1
846,846,1819,3,0,0,1
847,847,1820,7,0,3,1
848,848,1822,5,0,5,1
849,849,1828,4,0,2,1
850,850,1829,4,0,5,1
851,851,1830,2,0,2,1
852,852,1833,5,0,0,1
853,853,1835,1,0,5,1
854,854,1836,3,0,4,1
855,855,1837,6,0,2,0
856,856,1838,4,0,6,1
857,857,1842,4,0,1,1
858,858,1845,1,0,0,1
859,859,1846,5,0,0,1
860,860,1847,4,0,6,1
861,861,1848,1,0,0,1
862,862,1849,2,0,0,0
863,863,1855,4,0,3,1
864,864,1856,2,0,3,1
865,865,1858,3,0,0,1
866,866,1862,3,0,1,1
867,867,1863,6,0,6,1
868,868,1865,4,0,2,1
869,869,1872,3,0,0,1
870,870,1874,2,0,5,1
871,871,1875,3,0,4,1
872,872,1876,2,0,3,1
873,873,1877,2,0,2,1
874,874,1879,7,0,2,1
875,875,1881,2,0,3,1
876,876,1883,3,0,3,1
877,877,1884,5,0,5,1
878,878,1885,2,0,5,1
879,879,1888,3,0,3,1
880,880,1889,1,0,6,1
881,881,1890,4,0,0,1
882,882,1894,4,0,1,1
883,883,1896,1,0,3,1
884,884,1897,2,0,2,1
885,885,1898,4,0,2,1
886,886,1899,5,0,6,1
887,887,1900,2,0,6,1
888,888,1903,3,0,5,1
889,889,1904,4,0,5,1
890,890,1906,1,0,5,1
891,891,1908,1,0,1,1
892,892,1909,2,0,6,1
893,893,1910,4,0,1,1
894,894,1911,3,0,2,1
895,895,1914,2,0,4,1
896,896,1916,4,0,0,1
897,897,1921,3,0,2,1
898,898,1922,3,0,3,1
899,899,1924,4,0,2,1
900,900,1925,1,0,3,1
901,901,1928,5,0,1,1
902,902,1929,3,0,0,1
903,903,1934,3,0,3,1
904,904,1936,4,0,3,1
905,905,1939,5,0,0,1
906,906,1940,3,0,2,1
907,907,1941,2,0,3,1
908,908,1942,4,0,3,1
909,909,1944,4,0,3,1
910,910,1945,1,0,6,1
911,911,1948,3,0,6,1
912,912,1950,3,0,2,1
913,913,1953,3,0,6,1
914,914,1955,5,0,2,1
915,915,1956,3,0,5,1
916,916,1959,4,0,0,1
917,917,1960,2,0,0,1
918,918,1963,5,0,1,1
919,919,1964,6,0,3,1
920,920,1965,5,0,1,1
921,921,1966,5,0,3,1
922,922,1968,5,0,3,1
923,923,1969,1,0,3,1
924,924,1971,1,0,5,1
925,925,1973,4,0,2,1
926,926,1978,3,0,2,1
927,927,1980,1,0,3,1
928,928,1981,3,0,1,1
929,929,1985,0,0,3,1
930,930,1987,4,0,3,1
931,931,1988,8,0,2,1
932,932,1990,2,0,2,0
933,933,1991,7,0,1,1
934,934,1996,4,0,6,1
935,935,2003,5,0,6,1
936,936,2006,3,0,6,1
937,937,2007,3,0,1,1
938,938,2008,3,0,4,1
939,939,2010,1,0,1,1
940,940,2011,4,0,6,1
941,941,2013,2,0,4,1
942,942,2015,3,0,3,1
943,943,2018,3,0,6,1
944,944,2021,3,0,0,1
945,945,2022,0,0,4,1
946,946,2023,3,0,4,1
947,947,2031,4,0,5,1
948,948,2032,3,0,6,1
949,949,2036,3,0,0,1
950,950,2038,4,0,3,1
951,951,2041,3,0,3,1
952,952,2042,1,0,3,1
953,953,2045,3,0,2,1
954,954,2053,2,0,0,1
955,955,2054,5,0,4,1
956,956,2055,5,0,3,1
957,957,2060,3,0,3,1
958,958,2065,3,0,5,1
959,959,2066,3,0,1,1
